De ref,school name,town,postcode,management type,constituency,Urban/ Rural     ,total enrolment,Latitude,Longitude,nearest_distance,nearest_school,nearest_management_type,nearest_same_management_distance,nearest_same_management_school,nearest_distance_other_management,nearest_school_other_management,nearest_management_type_other_management,Sustainability,geom
5016088,Fivemiletown Primary School,Fivemiletown,BT75 0QP,Controlled,Fermanagh And South Tyrone,RURAL,213.0,54.379165,-7.308689,1.265142575149471,"St Mary's Primary School, Fivemiletown",Catholic Maintained,7.462151917255126,"Carntall Primary School, Clogher",1.265142575149471,"St Mary's Primary School, Fivemiletown",Catholic Maintained,Sustainable,POINT (-7.308689 54.379165)
5016098,"Brackenagh West Primary School, Kilkeel",Kilkeel,BT34 4QB,Controlled,South Down,RURAL,150.0,54.098937,-5.974795,3.0176813460102943,"St Columban's Primary School, Kilkeel",Catholic Maintained,4.557777515468588,Kilkeel Primary School,3.0176813460102943,"St Columban's Primary School, Kilkeel",Catholic Maintained,Sustainable,POINT (-5.974795 54.098937)
5016117,Ballyoran Primary School,Portadown,BT62 1JY,Controlled,Upper Bann,URBAN,284.0,54.432812,-6.4525,0.5808361500072178,"St John the Baptist Primary School, Portadown",Catholic Maintained,1.0674956059702065,"Hart Memorial Primary School, Portadown",0.5808361500072178,"St John the Baptist Primary School, Portadown",Catholic Maintained,Sustainable,POINT (-6.4525 54.432812)
5016138,"Bocombra Primary School, Portadown",Portadown,BT63 5SG,Controlled,Upper Bann,URBAN,359.0,54.430348,-6.408104,0.9899836404283467,"Edenderry Primary School, Portadown",Controlled,0.9899836404283467,"Edenderry Primary School, Portadown",1.1376685751764617,Portadown Integrated Primary School,GMI,Sustainable,POINT (-6.408104 54.430348)
5016141,"Churchtown Primary School, Killybasky",Cookstown,BT80 9XA,Controlled,Mid Ulster,RURAL,50.0,54.685318,-6.743124,0.8929723850057744,"Lissan Primary School, Cookstown",Catholic Maintained,4.664705603095412,Cookstown Primary School,0.8929723850057744,"Lissan Primary School, Cookstown",Catholic Maintained,Not Sustainable,POINT (-6.743124 54.685318)
5016178,Donacloney Primary School,Donacloney,BT66 7LP,Controlled,Upper Bann,RURAL,222.0,54.419887,-6.258188,3.209340358627795,"Waringstown Primary School, Waringstown",Controlled,3.209340358627795,"Waringstown Primary School, Waringstown",5.1155522333329575,"St Colman's Primary School, Bann",Catholic Maintained,Sustainable,POINT (-6.258188 54.419887)
5016179,"Hamiltonsbawn Primary School, Armagh",Hamiltonsbawn,BT61 9SA,Controlled,Newry And Armagh,RURAL,109.0,54.343988,-6.543893,3.0566691115169404,"Hardy Memorial Primary School, Richhill",Controlled,3.0566691115169404,"Hardy Memorial Primary School, Richhill",5.584803236822419,Saints and Scholars Integrated Primary School,GMI,Sustainable,POINT (-6.543893 54.343988)
5016200,"Queen Elizabeth II Primary School, Pomeroy",Pomeroy,BT70 2RW,Controlled,Mid Ulster,RURAL,45.0,54.599411,-6.913408,1.4096271549412729,"St Mary's Primary School, Pomeroy",Catholic Maintained,8.837634465562703,"Orritor Primary School, Cookstown",1.4096271549412729,"St Mary's Primary School, Pomeroy",Catholic Maintained,Not Sustainable,POINT (-6.913408 54.599411)
5016221,"Orritor Primary School, Cookstown",Cookstown,BT80 9NE,Controlled,Mid Ulster,RURAL,222.0,54.658738,-6.822043,3.8799583462704366,"St Joseph's Primary School, Killeenan",Catholic Maintained,5.4694665135649,Cookstown Primary School,3.8799583462704366,"St Joseph's Primary School, Killeenan",Catholic Maintained,Sustainable,POINT (-6.822043 54.658738)
5016224,"Donaghey Primary School, Dungannon",Dungannon,BT71 4DA,Controlled,Mid Ulster,RURAL,105.0,54.585548,-6.746043,3.966202449249742,Newmills Primary School,Controlled,3.966202449249742,Newmills Primary School,4.423508532049295,"St Mary's Primary School, Stewartstown",Catholic Maintained,Sustainable,POINT (-6.746043 54.585548)
5016391,"Bush Primary School, Dungannon",Dungannon,BT71 6QU,Controlled,Mid Ulster,RURAL,205.0,54.519223,-6.727445,1.3633903735846458,"Edendork Primary School, Dungannon",Catholic Maintained,2.73214456723251,Dungannon Primary School,1.3633903735846458,"Edendork Primary School, Dungannon",Catholic Maintained,Sustainable,POINT (-6.727445 54.519223)
5016436,Markethill Primary School,Markethill,BT60 1RQ,Controlled,Newry And Armagh,RURAL,301.0,54.290793,-6.519739,4.690820606996586,"St Michael's Primary School, Clady",Catholic Maintained,5.103713351652365,Mountnorris Primary School,4.690820606996586,"St Michael's Primary School, Clady",Catholic Maintained,Sustainable,POINT (-6.519739 54.290793)
5016451,"Windsor Hill Primary School, Newry",Newry,BT34 1DY,Controlled,Newry And Armagh,URBAN,205.0,54.180579,-6.332108,0.5503047458903074,"St Joseph's Convent Primary School, Newry",Catholic Maintained,3.753603002006153,"Mullaglass Primary School, Newry",0.5503047458903074,"St Joseph's Convent Primary School, Newry",Catholic Maintained,Sustainable,POINT (-6.332108 54.180579)
5016543,"Moyallon Primary School, Portadown",Portadown,BT63 5JY,Controlled,Upper Bann,RURAL,202.0,54.399498,-6.38865,3.124055143414103,"Edenderry Primary School, Portadown",Controlled,3.124055143414103,"Edenderry Primary School, Portadown",3.384011786140795,"St John's Primary School, Gilford",Catholic Maintained,Sustainable,POINT (-6.38865 54.399498)
5016599,"Fair Hill Primary School, Dromara",Dromara,BT25 2PJ,Controlled,Lagan Valley,RURAL,259.0,54.379512,-6.083477,4.245456513755855,Dromara Primary School,Controlled,4.245456513755855,Dromara Primary School,4.3339353805116065,"St Michael's Primary School, Finnis",Catholic Maintained,Sustainable,POINT (-6.083477 54.379512)
5016612,"Bronte Primary School, Banbridge",Ballinaskeagh,BT32 5BL,Controlled,South Down,RURAL,186.0,54.264082,-6.239072,4.140143950658675,"St Patrick's Primary School, Drumgreenagh",Catholic Maintained,6.0724194824815045,"Iveagh Primary School, Newry, Rathfriland",4.140143950658675,"St Patrick's Primary School, Drumgreenagh",Catholic Maintained,Sustainable,POINT (-6.239072 54.264082)
5016616,"Drumadonnell Primary School, Banbridge",Ballyroney,BT32 5EY,Controlled,South Down,RURAL,216.0,54.283604,-6.095336,2.669164539972986,"St Mary's Primary School, Dechomet",Catholic Maintained,6.3126564438025285,"Iveagh Primary School, Newry, Rathfriland",2.669164539972986,"St Mary's Primary School, Dechomet",Catholic Maintained,Sustainable,POINT (-6.095336 54.283604)
5016643,Richmond Primary School,Ballygawley,BT70 2EZ,Controlled,Fermanagh And South Tyrone,RURAL,115.0,54.465845,-7.041288,0.8815129683591613,"St Mary's Primary School, Ballygawley",Catholic Maintained,7.11327511059097,Aughnacloy Primary School,0.8815129683591613,"St Mary's Primary School, Ballygawley",Catholic Maintained,Sustainable,POINT (-7.041288 54.465845)
5016658,Orchard County Primary School,Portadown,BT62 1NH,Controlled,Newry And Armagh,RURAL,175.0,54.465232,-6.612664,2.351725047431882,"Clintyclay Primary School, Dungannon",Catholic Maintained,4.803007596465057,"Birches Primary School, Portadown",2.351725047431882,"Clintyclay Primary School, Dungannon",Catholic Maintained,Sustainable,POINT (-6.612664 54.465232)
5016680,"Killyman Primary School, Dungannon",Moy,BT71 6RL,Controlled,Fermanagh And South Tyrone,RURAL,185.0,54.489921,-6.700763,0.8578231434533626,"Laghey Primary School, Dungannon",Catholic Maintained,3.0739023617669843,"Howard Primary School, Dungannon",0.8578231434533626,"Laghey Primary School, Dungannon",Catholic Maintained,Sustainable,POINT (-6.700763 54.489921)
5030958,"St John's Primary School, Eglish",Portadown,BT62 1NL,Catholic Maintained,Newry And Armagh,RURAL,93.0,54.458813,-6.564615,3.186439185728497,Orchard County Primary School,Controlled,5.385576248920427,"Clintyclay Primary School, Dungannon",3.186439185728497,Orchard County Primary School,Controlled,Not Sustainable,POINT (-6.564615 54.458813)
5030972,"St Oliver Plunkett Primary School, Forkhill",Forkhill,BT35 9SN,Catholic Maintained,Newry And Armagh,RURAL,142.0,54.082521,-6.452746,2.3117167901948417,"Dromintee Primary School, Newry",Catholic Maintained,2.3117167901948417,"Dromintee Primary School, Newry",12.350816493960929,"Bunscoil an Iuir, Newry",Other Maintained,Sustainable,POINT (-6.452746 54.082521)
5030975,"St Malachy's Primary School, Ballymoyer",Whitecross,BT60 2LA,Catholic Maintained,Newry And Armagh,RURAL,69.0,54.216897,-6.518383,3.840307049114337,"St Teresa's Primary School, Tullyherron",Catholic Maintained,3.840307049114337,"St Teresa's Primary School, Tullyherron",4.535019163393068,Newtownhamilton Primary School,Controlled,Not Sustainable,POINT (-6.518383 54.216897)
5031070,"St Michael's Primary School, Newtownhamilton",Newtownhamilton,BT35 0PB,Catholic Maintained,Newry And Armagh,RURAL,71.0,54.18973,-6.575995,0.8605395437733218,Newtownhamilton Primary School,Controlled,4.813081001768002,"St Malachy's Primary School, Ballymoyer",0.8605395437733218,Newtownhamilton Primary School,Controlled,Not Sustainable,POINT (-6.575995 54.18973)
5031080,"Clintyclay Primary School, Dungannon",Dungannon,BT71 6HX,Catholic Maintained,Fermanagh And South Tyrone,RURAL,96.0,54.478881,-6.640466,2.351725047431882,Orchard County Primary School,Controlled,3.5034205074517435,"Laghey Primary School, Dungannon",2.351725047431882,Orchard County Primary School,Controlled,Not Sustainable,POINT (-6.640466 54.478881)
5031086,"Clonalig Primary School, Crossmaglen",Crossmaglen,BT35 9JE,Catholic Maintained,Newry And Armagh,RURAL,171.0,54.057183,-6.626516,2.711029135541127,"St Patrick's Primary School, Crossmaglen",Catholic Maintained,2.711029135541127,"St Patrick's Primary School, Crossmaglen",13.652757010673698,"Cortamlet Primary School, Altnamackin",Controlled,Sustainable,POINT (-6.626516 54.057183)
5031088,"Dromintee Primary School, Newry",Newry,BT35 8TD,Catholic Maintained,Newry And Armagh,RURAL,160.0,54.088459,-6.41878,2.3117167901948417,"St Oliver Plunkett Primary School, Forkhill",Catholic Maintained,2.3117167901948417,"St Oliver Plunkett Primary School, Forkhill",10.538367225717828,"Bunscoil an Iuir, Newry",Other Maintained,Sustainable,POINT (-6.41878 54.088459)
5031103,"Tannaghmore Primary School, Lurgan",Lurgan,BT67 9DY,Catholic Maintained,Upper Bann,URBAN,601.0,54.474816,-6.33245,0.8905085969458509,Lurgan Model Primary School,Controlled,1.1327309851453595,"St Teresa's Primary School, Lurgan",0.8905085969458509,Lurgan Model Primary School,Controlled,Sustainable,POINT (-6.33245 54.474816)
5031107,"St Teresa's Primary School, Tullyherron",Mountnorris,BT60 2UF,Catholic Maintained,Newry And Armagh,RURAL,61.0,54.240271,-6.474888,1.4160404671823092,Mountnorris Primary School,Controlled,3.840307049114337,"St Malachy's Primary School, Ballymoyer",1.4160404671823092,Mountnorris Primary School,Controlled,Not Sustainable,POINT (-6.474888 54.240271)
5031108,"Clea Primary School, Keady",Keady,BT60 3QX,Catholic Maintained,Newry And Armagh,RURAL,116.0,54.227251,-6.712663,2.1328572341404,Darkley Primary School,Controlled,2.440459547682356,"St Francis of Assisi Primary School, Keady",2.1328572341404,Darkley Primary School,Controlled,Sustainable,POINT (-6.712663 54.227251)
5031110,Armagh Christian Brothers Primary School,Armagh,BT60 4AB,Catholic Maintained,Newry And Armagh,URBAN,550.0,54.342137,-6.660192,0.5490516713288793,"St Malachy's Primary School, Armagh",Catholic Maintained,0.5490516713288793,"St Malachy's Primary School, Armagh",1.374464046245525,"The Armstrong Primary School, Armagh",Controlled,Sustainable,POINT (-6.660192 54.342137)
5031126,"Mount St Catherine's Primary School, Armagh",Armagh,BT60 4BR,Catholic Maintained,Newry And Armagh,URBAN,151.0,54.34772,-6.661287,0.3811668446749796,"St Malachy's Primary School, Armagh",Catholic Maintained,0.3811668446749796,"St Malachy's Primary School, Armagh",0.944235977430461,Armagh Royal Preparatory Department,Voluntary,Sustainable,POINT (-6.661287 54.34772)
5031130,"St Moninna's Primary School, Cloughoge",Armagh,BT35 8NG,Catholic Maintained,Newry And Armagh,URBAN,462.0,54.161846,-6.356272,1.4902323809278957,"St Malachy's Primary School, Carnagat",Catholic Maintained,1.4902323809278957,"St Malachy's Primary School, Carnagat",1.638533848204373,"Bunscoil an Iuir, Newry",Other Maintained,Sustainable,POINT (-6.356272 54.161846)
5031133,"St Malachy's Primary School, Armagh",Armagh,BT61 7EG,Catholic Maintained,Newry And Armagh,URBAN,191.0,54.346384,-6.655871,0.3811668446749796,"Mount St Catherine's Primary School, Armagh",Catholic Maintained,0.3811668446749796,"Mount St Catherine's Primary School, Armagh",0.8282946933197354,"The Armstrong Primary School, Armagh",Controlled,Sustainable,POINT (-6.655871 54.346384)
5031135,"St Oliver's Primary School, Carrickrovaddy",Cullyhanna,BT35 0QJ,Catholic Maintained,Newry And Armagh,RURAL,52.0,54.149697,-6.546116,3.4797809301920033,"St Patrick's Primary School, Cullyhanna",Catholic Maintained,3.4797809301920033,"St Patrick's Primary School, Cullyhanna",5.71031651944465,Newtownhamilton Primary School,Controlled,Not Sustainable,POINT (-6.546116 54.149697)
5031138,"St Joseph's Primary School, Madden",Armagh,BT60 3LR,Catholic Maintained,Newry And Armagh,RURAL,177.0,54.286748,-6.740967,3.5727042897505243,"Drumhillery Primary School, Middletown",Controlled,4.753987502159819,"St Francis of Assisi Primary School, Keady",3.5727042897505243,"Drumhillery Primary School, Middletown",Controlled,Sustainable,POINT (-6.740967 54.286748)
5031148,"St Patrick's Primary School, Crossmaglen",Crossmaglen,BT35 9JL,Catholic Maintained,Newry And Armagh,RURAL,493.0,54.079347,-6.609206,2.711029135541127,"Clonalig Primary School, Crossmaglen",Catholic Maintained,2.711029135541127,"Clonalig Primary School, Crossmaglen",11.244075900313636,"Cortamlet Primary School, Altnamackin",Controlled,Sustainable,POINT (-6.609206 54.079347)
5031154,"St Michael's Primary School, Killean",Newry,BT35 8RX,Catholic Maintained,Newry And Armagh,RURAL,129.0,54.116605,-6.34046,3.605807685066555,"Jonesborough Primary School, Newry",Catholic Maintained,3.605807685066555,"Jonesborough Primary School, Newry",5.883750657108987,"Bunscoil an Iuir, Newry",Other Maintained,Sustainable,POINT (-6.34046 54.116605)
5031158,"St Patrick's Primary School, Newry",Newry,BT35 6EX,Catholic Maintained,Newry And Armagh,URBAN,457.0,54.185338,-6.34817,0.9726735019360054,"St Joseph's Convent Primary School, Newry",Catholic Maintained,0.9726735019360054,"St Joseph's Convent Primary School, Newry",1.1715023771899455,"Windsor Hill Primary School, Newry",Controlled,Sustainable,POINT (-6.34817 54.185338)
5031160,"St Teresa's Primary School, Lurgan",Lurgan,BT67 9LQ,Catholic Maintained,Upper Bann,RURAL,184.0,54.482574,-6.321087,1.1327309851453595,"Tannaghmore Primary School, Lurgan",Catholic Maintained,1.1327309851453595,"Tannaghmore Primary School, Lurgan",1.9806659299110339,Lurgan Model Primary School,Controlled,Sustainable,POINT (-6.321087 54.482574)
5031163,"St Brigid's Primary School, Glassdrummond",Crossmaglen,BT35 9DY,Catholic Maintained,Newry And Armagh,RURAL,189.0,54.072049,-6.535571,4.872000258181015,"St Patrick's Primary School, Crossmaglen",Catholic Maintained,4.872000258181015,"St Patrick's Primary School, Crossmaglen",13.379476638745317,"Cortamlet Primary School, Altnamackin",Controlled,Sustainable,POINT (-6.535571 54.072049)
5031164,"St Mary's Primary School, Maghery",Maghery,BT71 6PA,Catholic Maintained,Upper Bann,RURAL,58.0,54.510463,-6.572161,2.9470586101972867,"Birches Primary School, Portadown",Controlled,3.754298846851177,"St John's Primary School, Kingsisland",2.9470586101972867,"Birches Primary School, Portadown",Controlled,Not Sustainable,POINT (-6.572161 54.510463)
5031166,"St Michael's Primary School, Clady",Armagh,BT60 2EP,Catholic Maintained,Newry And Armagh,RURAL,81.0,54.257872,-6.564915,4.690820606996586,Markethill Primary School,Controlled,5.468376578272766,"St Malachy's Primary School, Ballymoyer",4.690820606996586,Markethill Primary School,Controlled,Not Sustainable,POINT (-6.564915 54.257872)
5031168,"St Patrick's Primary School, Aghacommon",Lurgan,BT66 6LG,Catholic Maintained,Upper Bann,URBAN,228.0,54.469752,-6.38629,2.405088186671212,"St Anthony's Primary School, Craigavon",Catholic Maintained,2.405088186671212,"St Anthony's Primary School, Craigavon",2.7041083943707167,"Drumgor Primary School, Craigavon",Controlled,Sustainable,POINT (-6.38629 54.469752)
5031169,"St Brigid's Primary School, Drumilly",Belleek,BT35 7QL,Catholic Maintained,Newry And Armagh,RURAL,124.0,54.188883,-6.452039,2.287575856677216,"St Malachy's Primary School, Camlough",Catholic Maintained,2.287575856677216,"St Malachy's Primary School, Camlough",3.5818303673841565,"Bessbrook Primary School, Newry",Controlled,Sustainable,POINT (-6.452039 54.188883)
5031172,"St Mary's Primary School, Granemore",Keady,BT60 2NJ,Catholic Maintained,Newry And Armagh,RURAL,206.0,54.252678,-6.65194,3.5893167223104525,"St Francis of Assisi Primary School, Keady",Catholic Maintained,3.5893167223104525,"St Francis of Assisi Primary School, Keady",3.7934653504064815,"Foley Primary School, Tassagh",Controlled,Sustainable,POINT (-6.65194 54.252678)
5031176,"St Peter's Primary School, Cloughreagh",Bessbrook,BT35 7DN,Catholic Maintained,Newry And Armagh,URBAN,363.0,54.19401,-6.386758,0.7568830793300176,"Bessbrook Primary School, Newry",Controlled,1.1932140273741416,"St Joseph's Primary School, Bessbrook",0.7568830793300176,"Bessbrook Primary School, Newry",Controlled,Sustainable,POINT (-6.386758 54.19401)
5031183,"St Patrick's Primary School, Armagh",Armagh,BT61 7NN,Catholic Maintained,Newry And Armagh,URBAN,402.0,54.361943,-6.657378,1.1042322570545562,Armagh Royal Preparatory Department,Voluntary,1.6016844459481274,"Mount St Catherine's Primary School, Armagh",1.1042322570545562,Armagh Royal Preparatory Department,Voluntary,Sustainable,POINT (-6.657378 54.361943)
5031184,"St Anthony's Primary School, Craigavon",Craigavon,BT65 5BL,Catholic Maintained,Upper Bann,URBAN,690.0,54.450753,-6.368505,0.7505720404472253,"Tullygally Primary School, Craigavon",Controlled,1.4773958004480698,"St Brendan's Primary School, Craigavon",0.7505720404472253,"Tullygally Primary School, Craigavon",Controlled,Sustainable,POINT (-6.368505 54.450753)
5031188,"St Joseph's Primary School, Meigh",Newry,BT35 8LA,Catholic Maintained,Newry And Armagh,RURAL,206.0,54.13816,-6.389405,3.4047754910191648,"St Moninna's Primary School, Cloughoge",Catholic Maintained,3.4047754910191648,"St Moninna's Primary School, Cloughoge",4.977701853697951,"Bunscoil an Iuir, Newry",Other Maintained,Sustainable,POINT (-6.389405 54.13816)
5031318,"Killowen Primary School, Newry",Rostrevor,BT34 3AE,Catholic Maintained,South Down,RURAL,32.0,54.073538,-6.155954,3.8740014886025564,"Kilbroney Integrated Primary School, Newry",Controlled Integrated,4.104266339006363,"St Bronagh's Primary School, Rostrevor",3.8740014886025564,"Kilbroney Integrated Primary School, Newry",Controlled Integrated,Not Sustainable,POINT (-6.155954 54.073538)
5031340,"St Joseph's Convent Primary School, Newry",Newry,BT35 6AN,Catholic Maintained,Newry And Armagh,URBAN,489.0,54.178202,-6.339525,0.5132620682769404,"St Clare's Abbey Primary School, Newry",Catholic Maintained,0.5132620682769404,"St Clare's Abbey Primary School, Newry",0.5503047458903074,"Windsor Hill Primary School, Newry",Controlled,Sustainable,POINT (-6.339525 54.178202)
5031558,"Ballyholland Primary School, Newry",Newry,BT34 2ND,Catholic Maintained,South Down,RURAL,199.0,54.154125,-6.29348,3.174954159353678,"Bunscoil an Iuir, Newry",Other Maintained,3.290554931604184,"Carrick Primary School, Warrenpoint",3.174954159353678,"Bunscoil an Iuir, Newry",Other Maintained,Sustainable,POINT (-6.29348 54.154125)
5031589,Grange Primary School,Kilkeel,BT34 4LL,Catholic Maintained,South Down,RURAL,107.0,54.039218,-6.057497,3.671057284106247,"St Colman's Primary School, Kilkeel",Catholic Maintained,3.671057284106247,"St Colman's Primary School, Kilkeel",4.377865434662374,Kilkeel Primary School,Controlled,Sustainable,POINT (-6.057497 54.039218)
5031609,"Carrick Primary School, Warrenpoint",Warrenpoint,BT34 3QA,Catholic Maintained,South Down,URBAN,381.0,54.133375,-6.25746,3.290554931604184,"Ballyholland Primary School, Newry",Catholic Maintained,3.290554931604184,"Ballyholland Primary School, Newry",3.3470425374127823,"Dromore Road Primary School, Warrenpoint",Controlled,Sustainable,POINT (-6.25746 54.133375)
5031653,"St Matthew's Primary School, Magheramayo",Castlewellan,BT31 9AZ,Catholic Maintained,South Down,RURAL,89.0,54.268963,-6.00888,3.91875162522808,"St Malachy's Primary School, Kilcoo",Catholic Maintained,3.91875162522808,"St Malachy's Primary School, Kilcoo",4.871097358849932,"Bunscoil Bheanna Boirche, Castlewellan",Other Maintained,Not Sustainable,POINT (-6.00888 54.268963)
5031667,"St Patrick's Primary School, Magheralin",Magheralin,BT67 0QU,Catholic Maintained,Upper Bann,RURAL,115.0,54.467283,-6.277136,1.6083217222087032,"Maralin Village Primary School, Craigavon",Controlled,3.3098252432193855,"St Teresa's Primary School, Lurgan",1.6083217222087032,"Maralin Village Primary School, Craigavon",Controlled,Sustainable,POINT (-6.277136 54.467283)
5031669,"St John's Primary School, Gilford",Gilford,BT63 6HH,Catholic Maintained,Upper Bann,RURAL,127.0,54.374592,-6.358616,0.0,"Gilford Primary School, Craigavon",Controlled,3.3995807929088575,"St Colman's Primary School, Bann",0.0,"Gilford Primary School, Craigavon",Controlled,Sustainable,POINT (-6.358616 54.374592)
5031694,"Holy Cross Primary School, Newry",Kilkeel,BT34 4HT,Catholic Maintained,South Down,RURAL,113.0,54.111795,-6.03823,4.37570924568624,"Brackenagh West Primary School, Kilkeel",Controlled,5.719325462185516,"St Columban's Primary School, Kilkeel",4.37570924568624,"Brackenagh West Primary School, Kilkeel",Controlled,Sustainable,POINT (-6.03823 54.111795)
5031695,"St Mary's Primary School, Barr",Lurganare,BT34 1SX,Catholic Maintained,Newry And Armagh,RURAL,153.0,54.231618,-6.339574,3.129043993349717,"Mullaglass Primary School, Newry",Controlled,5.0109267585807515,"St Ronan's Primary School, Newry",3.129043993349717,"Mullaglass Primary School, Newry",Controlled,Sustainable,POINT (-6.339574 54.231618)
5031697,"St Patrick's Primary School, Mayobridge",Mayobridge,BT34 2EX,Catholic Maintained,South Down,RURAL,349.0,54.172562,-6.236087,4.261882821722064,"Ballyholland Primary School, Newry",Catholic Maintained,4.261882821722064,"Ballyholland Primary School, Newry",6.3124329765653755,"Windsor Hill Primary School, Newry",Controlled,Sustainable,POINT (-6.236087 54.172562)
5032208,"Ballylifford Primary School, Coagh",Coagh,BT80 0AY,Catholic Maintained,Mid Ulster,RURAL,77.0,54.669682,-6.547529,1.8628945823487102,"Derrychrin Primary School, Cookstown",Catholic Maintained,1.8628945823487102,"Derrychrin Primary School, Cookstown",5.281299937070069,Coagh Primary School,Controlled,Not Sustainable,POINT (-6.547529 54.669682)
5032262,"Lissan Primary School, Cookstown",Cookstown,BT80 9XE,Catholic Maintained,Mid Ulster,RURAL,130.0,54.688843,-6.755607,0.8929723850057744,"Churchtown Primary School, Killybasky",Controlled,4.977120672552073,"Holy Trinity Primary School, Cookstown",0.8929723850057744,"Churchtown Primary School, Killybasky",Controlled,Sustainable,POINT (-6.755607 54.688843)
5032306,"St Malachy's Primary School, Glencull",Ballygawley,BT70 2DB,Catholic Maintained,Fermanagh And South Tyrone,RURAL,110.0,54.477604,-7.068781,2.2058048045580634,Richmond Primary School,Controlled,2.6070210102609077,"St Mary's Primary School, Ballygawley",2.2058048045580634,Richmond Primary School,Controlled,Sustainable,POINT (-7.068781 54.477604)
5032387,"Derrylatinee Primary School, Dungannon",Dungannon,BT70 1PS,Catholic Maintained,Fermanagh And South Tyrone,RURAL,101.0,54.450426,-6.84954,3.3561816167444514,"Roan St Patrick's Primary School, Eglish",Catholic Maintained,3.3561816167444514,"Roan St Patrick's Primary School, Eglish",6.47276350300995,"Walker Memorial Primary School, Dungannon",Controlled,Not Sustainable,POINT (-6.84954 54.450426)
5032463,"Blessed Patrick O'Loughran Primary School, Dungannon",Dungannon,BT70 3NQ,Catholic Maintained,Fermanagh And South Tyrone,RURAL,109.0,54.506638,-6.829883,0.5991311377264582,"Walker Memorial Primary School, Dungannon",Controlled,3.0593081583589865,"St Patrick's Primary School, Donaghmore",0.5991311377264582,"Walker Memorial Primary School, Dungannon",Controlled,Sustainable,POINT (-6.829883 54.506638)
5032558,"Laghey Primary School, Dungannon",Dungannon,BT71 6RJ,Catholic Maintained,Fermanagh And South Tyrone,RURAL,91.0,54.493223,-6.688759,0.8578231434533626,"Killyman Primary School, Dungannon",Controlled,3.5034205074517435,"Clintyclay Primary School, Dungannon",0.8578231434533626,"Killyman Primary School, Dungannon",Controlled,Not Sustainable,POINT (-6.688759 54.493223)
5032585,"Edendork Primary School, Dungannon",Dungannon,BT71 4DP,Catholic Maintained,Mid Ulster,RURAL,284.0,54.529539,-6.738864,1.3633903735846458,"Bush Primary School, Dungannon",Controlled,2.7514821835757033,Primate Dixon Primary School,1.3633903735846458,"Bush Primary School, Dungannon",Controlled,Sustainable,POINT (-6.738864 54.529539)
5032591,"Roan St Patrick's Primary School, Eglish",Dungannon,BT70 1LE,Catholic Maintained,Fermanagh And South Tyrone,RURAL,179.0,54.453508,-6.797896,3.3561816167444514,"Derrylatinee Primary School, Dungannon",Catholic Maintained,3.3561816167444514,"Derrylatinee Primary School, Dungannon",4.987259394452974,"Howard Primary School, Dungannon",Controlled,Sustainable,POINT (-6.797896 54.453508)
5032592,"St Mary's Primary School, Lisbuoy",Dungannon,BT70 3LH,Catholic Maintained,Mid Ulster,RURAL,77.0,54.5509,-6.78596,2.7913042663409238,"Donaghmore Primary School, Dungannon",Controlled,2.793749231484287,"St Patrick's Primary School, Donaghmore",2.7913042663409238,"Donaghmore Primary School, Dungannon",Controlled,Not Sustainable,POINT (-6.78596 54.5509)
5032624,St MacCartan's Convent Primary School,Clogher,BT76 0HE,Catholic Maintained,Fermanagh And South Tyrone,RURAL,124.0,54.408656,-7.172544,3.422208668585606,"Carntall Primary School, Clogher",Controlled,4.856244131476869,"St Patrick's Primary School, Aughadarragh",3.422208668585606,"Carntall Primary School, Clogher",Controlled,Sustainable,POINT (-7.172544 54.408656)
5032678,"St Patrick's Primary School, Donaghmore",Donaghmore,BT70 3HG,Catholic Maintained,Mid Ulster,RURAL,219.0,54.533009,-6.816368,0.32581190226117646,"Donaghmore Primary School, Dungannon",Controlled,2.793749231484287,"St Mary's Primary School, Lisbuoy",0.32581190226117646,"Donaghmore Primary School, Dungannon",Controlled,Sustainable,POINT (-6.816368 54.533009)
5032692,"St Mary's Primary School, Stewartstown",Stewartstown,BT71 5HT,Catholic Maintained,Mid Ulster,RURAL,92.0,54.57751,-6.678816,0.26915710766589274,Stewartstown Primary School,Controlled,3.950762972328772,Primate Dixon Primary School,0.26915710766589274,Stewartstown Primary School,Controlled,Not Sustainable,POINT (-6.678816 54.57751)
5032697,"St Patrick's Primary School, Aughadarragh",Augher,BT77 0ET,Catholic Maintained,Fermanagh And South Tyrone,RURAL,86.0,54.391605,-7.103474,4.856244131476869,St MacCartan's Convent Primary School,Catholic Maintained,4.856244131476869,St MacCartan's Convent Primary School,5.0202096756664805,Augher Central Primary School,Controlled,Not Sustainable,POINT (-7.103474 54.391605)
5032698,"St Brigid's Primary School, Mountjoy",Mountjoy,BT71 5DY,Catholic Maintained,Mid Ulster,RURAL,121.0,54.558216,-6.603959,2.4071216254799626,"Holy Family Primary School, Aughamullan",Catholic Maintained,2.4071216254799626,"Holy Family Primary School, Aughamullan",5.0698160702810915,Stewartstown Primary School,Controlled,Sustainable,POINT (-6.603959 54.558216)
