De ref,school name,town,postcode,management type,constituency,Urban/ Rural     ,total enrolment,Latitude,Longitude,nearest_distance,nearest_school,nearest_management_type,nearest_same_management_distance,nearest_same_management_school,nearest_distance_other_management,nearest_school_other_management,nearest_management_type_other_management,Sustainability,geom
2036247,"St Columba's Primary School, Newbuildings",New Buildings,BT47 2QS,Catholic Maintained,Foyle,RURAL,41.0,54.957264,-7.358034,0.24231527294724567,Newbuildings Primary School,Controlled,4.097189700554657,Nazareth House Primary School,0.24231527294724567,Newbuildings Primary School,Controlled,Not Sustainable,POINT (-7.358034 54.957264)
2036258,"St Davog's Primary School, Belleek",Belleek,BT93 3FJ,Catholic Maintained,Fermanagh And South Tyrone,RURAL,105.0,54.481322,-8.090659,0.3261581872832987,Belleek No 2 Primary School,Controlled,3.9312308501571014,"St John the Baptist Primary School, Roscor",0.3261581872832987,Belleek No 2 Primary School,Controlled,Sustainable,POINT (-8.090659 54.481322)
2036259,"Sacred Heart Primary School, Trench Road",Londonderry,BT47 2DT,Catholic Maintained,Foyle,URBAN,424.0,54.985033,-7.307949,0.5593398510173014,"Chapel Road Primary School, Londonderry",Catholic Maintained,0.5593398510173014,"Chapel Road Primary School, Londonderry",1.1815564720925609,"Fountain Primary School, Londonderry",Controlled,Sustainable,POINT (-7.307949 54.985033)
2036288,"Good Shepherd Primary School, Derry",Londonderry,BT47 6BW,Catholic Maintained,Foyle,URBAN,437.0,54.993609,-7.309067,0.40321784552756784,"Chapel Road Primary School, Londonderry",Catholic Maintained,0.40321784552756784,"Chapel Road Primary School, Londonderry",0.7124212423186947,Oakgrove Integrated Primary School,GMI,Sustainable,POINT (-7.309067 54.993609)
2036291,"St Oliver Plunkett Primary School, Beragh",Sixmilecross,BT79 0TH,Catholic Maintained,West Tyrone,RURAL,140.0,54.544478,-7.171157,3.2987037558152696,"Cooley Primary School, Sixmilecross",Controlled,4.106435746281135,"Roscavey Primary School, Beragh",3.2987037558152696,"Cooley Primary School, Sixmilecross",Controlled,Sustainable,POINT (-7.171157 54.544478)
2036356,"St Mary's Primary School, Tempo",Tempo,BT94 3HU,Catholic Maintained,Fermanagh And South Tyrone,RURAL,146.0,54.385507,-7.466087,0.9799736148671137,Tempo Primary School,Controlled,7.074420937842319,"St Scire's Primary School, Trillick",0.9799736148671137,Tempo Primary School,Controlled,Sustainable,POINT (-7.466087 54.385507)
2036415,"Our Lady of Lourdes Primary School, Greencastle",Greencastle,BT79 7QP,Catholic Maintained,West Tyrone,RURAL,115.0,54.692109,-7.087182,7.15302195966837,"St Brigid's Primary School, Mountfield",Catholic Maintained,7.15302195966837,"St Brigid's Primary School, Mountfield",10.039911640873372,"Gortin Primary School, Omagh",Controlled,Sustainable,POINT (-7.087182 54.692109)
2036449,"Christ the King Primary School, Omagh",Omagh,BT79 7HX,Catholic Maintained,West Tyrone,URBAN,196.0,54.613757,-7.300491,1.1111308020829351,"Gibson Primary School, Omagh",Controlled,1.4389732498245573,"Holy Family Primary School, Omagh",1.1111308020829351,"Gibson Primary School, Omagh",Controlled,Sustainable,POINT (-7.300491 54.613757)
2036458,"St Mary's Primary School, Gortnaghey",Dungiven,BT47 4PZ,Catholic Maintained,East Londonderry,RURAL,76.0,54.956429,-6.97026,2.466509664664255,"Drumrane Primary School, Dungiven",Controlled,3.6052291459509243,"St John's Primary School, Dernaflaw",2.466509664664255,"Drumrane Primary School, Dungiven",Controlled,Not Sustainable,POINT (-6.97026 54.956429)
2036459,"St Theresa's Primary School, Glebe",Sion Mills,BT82 9NZ,Catholic Maintained,West Tyrone,RURAL,81.0,54.786624,-7.49033,1.0889034717929176,Sion Mills Primary School,Controlled Integrated,2.7042889416150486,"St Columba's Primary School, Clady",1.0889034717929176,Sion Mills Primary School,Controlled Integrated,Not Sustainable,POINT (-7.49033 54.786624)
2036461,"St Therese Primary School, Lenamore",Londonderry,BT48 8NX,Catholic Maintained,Foyle,URBAN,354.0,55.032088,-7.324654,0.9508542138595623,"St Brigid's Primary School, Carnhill",Catholic Maintained,0.9508542138595623,"St Brigid's Primary School, Carnhill",1.2217396220717767,Greenhaw Primary School,Controlled,Sustainable,POINT (-7.324654 55.032088)
2036465,"Chapel Road Primary School, Londonderry",Londonderry,BT47 2BD,Catholic Maintained,Foyle,URBAN,193.0,54.990062,-7.307753,0.40321784552756784,"Good Shepherd Primary School, Derry",Catholic Maintained,0.40321784552756784,"Good Shepherd Primary School, Derry",0.8629250546879839,"Fountain Primary School, Londonderry",Controlled,Sustainable,POINT (-7.307753 54.990062)
2036472,"Holy Family Primary School, Derry",Londonderry,BT48 0AZ,Catholic Maintained,Foyle,URBAN,520.0,55.018162,-7.345367,0.6162319819984372,"Gaelscoil Na Daroige, Derry",Other Maintained,0.7387179625016941,"St Eithne's Primary School, Londonderry",0.6162319819984372,"Gaelscoil Na Daroige, Derry",Other Maintained,Sustainable,POINT (-7.345367 55.018162)
2036473,"St Eithne's Primary School, Londonderry",Londonderry,BT48 0LT,Catholic Maintained,Foyle,URBAN,311.0,55.013553,-7.353712,0.7387179625016941,"Holy Family Primary School, Derry",Catholic Maintained,0.7387179625016941,"Holy Family Primary School, Derry",1.2110220276440655,"Gaelscoil Na Daroige, Derry",Other Maintained,Sustainable,POINT (-7.353712 55.013553)
2036475,Longtower Primary School,Londonderry,BT48 6QQ,Catholic Maintained,Foyle,URBAN,290.0,54.993057,-7.327653,0.3373970462623598,Nazareth House Primary School,Catholic Maintained,0.3373970462623598,Nazareth House Primary School,0.4684479933802554,"Fountain Primary School, Londonderry",Controlled,Sustainable,POINT (-7.327653 54.993057)
2036533,"Hollybush Primary School, Culmore",Londonderry,BT48 8JN,Catholic Maintained,Foyle,RURAL,428.0,55.051981,-7.269556,0.5191426250748539,"St Paul's Primary School, Slievemore",Catholic Maintained,0.5191426250748539,"St Paul's Primary School, Slievemore",0.5620483618499165,Culmore Primary School,Controlled,Sustainable,POINT (-7.269556 55.051981)
2036555,"St Eugene's Primary School, Derry",Londonderry,BT48 7DS,Catholic Maintained,Foyle,URBAN,199.0,54.999738,-7.327291,0.23605122424901256,Londonderry Model Primary School,Controlled,0.45345836507373044,Rosemount Primary School,0.23605122424901256,Londonderry Model Primary School,Controlled,Sustainable,POINT (-7.327291 54.999738)
2036557,"All Saint's Primary School, Tattysallagh",Omagh,BT78 5BR,Catholic Maintained,West Tyrone,RURAL,102.0,54.560881,-7.411751,5.827413957835783,"Gillygooley Primary School, Omagh",Controlled,6.532346095726288,"St Dympna's Primary School, Dromore",5.827413957835783,"Gillygooley Primary School, Omagh",Controlled,Not Sustainable,POINT (-7.411751 54.560881)
2036574,"Bunscoil Cholmcille, Derry",Londonderry,BT48 8EX,Catholic Maintained,Foyle,URBAN,151.0,55.027308,-7.308315,0.0,"Steelstown Primary School, Londonderry",Catholic Maintained,0.0,"Steelstown Primary School, Londonderry",0.8412079985504183,Greenhaw Primary School,Controlled,Sustainable,POINT (-7.308315 55.027308)
2036581,"St Patrick's Primary School, Pennyburn",Londonderry,BT48 7RD,Catholic Maintained,Foyle,URBAN,719.0,55.021037,-7.317757,0.09589538931805304,Greenhaw Primary School,Controlled,0.40560882988930974,"St Brigid's Primary School, Carnhill",0.09589538931805304,Greenhaw Primary School,Controlled,Sustainable,POINT (-7.317757 55.021037)
2036632,"Holy Trinity Primary School, Mill Street",Enniskillen,BT74 6AZ,Catholic Maintained,Fermanagh And South Tyrone,URBAN,617.0,54.350536,-7.641488,1.6027250480822264,Enniskillen Integrated Primary School,GMI,5.173821538550586,"St Patrick's Primary School, Mullanaskea",1.6027250480822264,Enniskillen Integrated Primary School,GMI,Sustainable,POINT (-7.641488 54.350536)
2036659,"St Macartan's Primary School, Roslea",Rosslea,BT92 7NQ,Catholic Maintained,Fermanagh And South Tyrone,RURAL,81.0,54.227755,-7.257756,1.0219037029871747,"Aghadrumsee Primary School, Roslea",Controlled,5.399838862956068,"St Tierney's Primary School, Roslea",1.0219037029871747,"Aghadrumsee Primary School, Roslea",Controlled,Not Sustainable,POINT (-7.257756 54.227755)
2036674,"Holy Family Primary School, Omagh",Omagh,BT78 5HZ,Catholic Maintained,West Tyrone,URBAN,325.0,54.602108,-7.310223,0.9614186178786996,"Gibson Primary School, Omagh",Controlled,1.0160518811368475,"St Conor's Primary School, Omagh",0.9614186178786996,"Gibson Primary School, Omagh",Controlled,Sustainable,POINT (-7.310223 54.602108)
2036696,"St Mary's Primary School, Strabane",Strabane,BT82 9EF,Catholic Maintained,West Tyrone,URBAN,705.0,54.815208,-7.473653,0.8542679788038455,"Gaelscoil Ui Dhochartaigh, Strabane",Other Maintained,1.4004855940608263,St Catherine’s Primary School,0.8542679788038455,"Gaelscoil Ui Dhochartaigh, Strabane",Other Maintained,Sustainable,POINT (-7.473653 54.815208)
2036703,St Catherine’s Primary School,Strabane,BT82 8HT,Catholic Maintained,West Tyrone,URBAN,457.0,54.823083,-7.456593,0.6679089823914129,"Gaelscoil Ui Dhochartaigh, Strabane",Other Maintained,1.4004855940608263,"St Mary's Primary School, Strabane",0.6679089823914129,"Gaelscoil Ui Dhochartaigh, Strabane",Other Maintained,Sustainable,POINT (-7.456593 54.823083)
2036711,Our Lady of Fatima Primary School,Londonderry,BT47 3AU,Catholic Maintained,East Londonderry,RURAL,98.0,54.986995,-7.181367,3.9253223722289454,Eglinton Primary School,Controlled,4.5295248716684835,"Broadbridge Primary School, Eglinton",3.9253223722289454,Eglinton Primary School,Controlled,Not Sustainable,POINT (-7.181367 54.986995)
2036712,"St Michael's Primary School, Dunamanagh",Dunnamanagh,BT82 0QN,Catholic Maintained,West Tyrone,RURAL,76.0,54.871389,-7.309213,0.8556393871066205,"Donemana Primary School, Strabane",Controlled,6.885030372359637,"St Mary's Primary School, Cloughcor",0.8556393871066205,"Donemana Primary School, Strabane",Controlled,Not Sustainable,POINT (-7.309213 54.871389)
2046638,"Gaelscoil Ui Dhochartaigh, Strabane",Strabane,BT82 9AQ,Other Maintained,West Tyrone,URBAN,152.0,54.817641,-7.461006,0.6679089823914129,St Catherine’s Primary School,Catholic Maintained,20.816248524787365,"Gaelscoil Eadain Mhoir, Derry",0.6679089823914129,St Catherine’s Primary School,Catholic Maintained,Sustainable,POINT (-7.461006 54.817641)
2046646,"Gaelscoil Eadain Mhoir, Derry",Londonderry,BT48 6NP,Other Maintained,Foyle,URBAN,184.0,54.989937,-7.333673,0.3008282178199725,Nazareth House Primary School,Catholic Maintained,3.839345060959445,"Gaelscoil Na Daroige, Derry",0.3008282178199725,Nazareth House Primary School,Catholic Maintained,Sustainable,POINT (-7.333673 54.989937)
2046669,"Bunscoil an Traonaigh, Lisnaskea",Lisnaskea,BT92 0PE,Other Maintained,Fermanagh And South Tyrone,RURAL,65.0,54.263484,-7.462464,0.7027325847157064,"St Ronan's Primary School, Lisnaskea",Catholic Maintained,39.691871663612694,"Gaelscoil Na gCrann, Omagh",0.7027325847157064,"St Ronan's Primary School, Lisnaskea",Catholic Maintained,Not Sustainable,POINT (-7.462464 54.263484)
2046677,"Gaelscoil Na gCrann, Omagh",Omagh,BT79 0GZ,Other Maintained,West Tyrone,URBAN,184.0,54.5993316600317,-7.2545584724318095,1.292933690773846,"St Ronan's Primary School, Recarson",Catholic Maintained,27.661600284667855,"Gaelscoil Ui Dhochartaigh, Strabane",1.292933690773846,"St Ronan's Primary School, Recarson",Catholic Maintained,Sustainable,POINT (-7.2545584724318095 54.5993316600317)
2046687,"Gaelscoil Na Daroige, Derry",Londonderry,BT48 0ND,Other Maintained,Foyle,URBAN,114.0,55.023657,-7.346622,0.6162319819984372,"Holy Family Primary School, Derry",Catholic Maintained,3.839345060959445,"Gaelscoil Eadain Mhoir, Derry",0.6162319819984372,"Holy Family Primary School, Derry",Catholic Maintained,Not Sustainable,POINT (-7.346622 55.023657)
2046689,"Gaelscoil Leim An Mhadaidh, Limavady",Limavady,BT49 0BX,Other Maintained,East Londonderry,URBAN,123.0,55.052445,-6.942573,0.18249931896456834,"Drumachose Primary School, Limavady",Controlled,25.881468757303452,"Gaelscoil Eadain Mhoir, Derry",0.18249931896456834,"Drumachose Primary School, Limavady",Controlled,Not Sustainable,POINT (-6.942573 55.052445)
2056442,Sion Mills Primary School,Sion Mills,BT82 9HP,Controlled Integrated,West Tyrone,RURAL,235.0,54.784039,-7.47395,1.0889034717929176,"St Theresa's Primary School, Glebe",Catholic Maintained,53.78216910079816,"Carhill Integrated Primary School, Garvagh",1.0889034717929176,"St Theresa's Primary School, Glebe",Catholic Maintained,Sustainable,POINT (-7.47395 54.784039)
2066549,Enniskillen Integrated Primary School,Enniskillen,BT74 4FH,GMI,Fermanagh And South Tyrone,URBAN,465.0,54.364444,-7.647982,1.6027250480822264,"Holy Trinity Primary School, Mill Street",Catholic Maintained,34.264032227846585,Omagh Integrated Primary School,1.6027250480822264,"Holy Trinity Primary School, Mill Street",Catholic Maintained,Sustainable,POINT (-7.647982 54.364444)
2066552,Omagh Integrated Primary School,Omagh,BT79 0EX,GMI,West Tyrone,URBAN,313.0,54.58178,-7.272057,2.2538845933960774,"Gaelscoil Na gCrann, Omagh",Other Maintained,33.60442985574317,"Windmill Integrated Primary School, Dungannon",2.2538845933960774,"Gaelscoil Na gCrann, Omagh",Other Maintained,Sustainable,POINT (-7.272057 54.58178)
2066558,Oakgrove Integrated Primary School,Londonderry,BT47 6JY,GMI,Foyle,URBAN,430.0,54.999642,-7.305307,0.7124212423186947,"Good Shepherd Primary School, Derry",Catholic Maintained,23.044918603052402,"Roe Valley Integrated Primary School, Limavady",0.7124212423186947,"Good Shepherd Primary School, Derry",Catholic Maintained,Sustainable,POINT (-7.305307 54.999642)
2066665,"Roe Valley Integrated Primary School, Limavady",Limavady,BT49 9EX,GMI,East Londonderry,URBAN,179.0,55.037408,-6.949867,0.8832395843374616,Limavady Central Primary School,Controlled,23.044918603052402,Oakgrove Integrated Primary School,0.8832395843374616,Limavady Central Primary School,Controlled,Sustainable,POINT (-6.949867 55.037408)
3010404,"Tildarg Primary School, Ballyclare",Kells,BT39 9JU,Controlled,South Antrim,RURAL,38.0,54.794311,-6.056293,3.8116214267441295,"Kilbride Central Primary School, Ballyclare",Controlled,3.8116214267441295,"Kilbride Central Primary School, Ballyclare",11.787793245734646,Six Mile Integrated Primary School,Controlled Integrated,Not Sustainable,POINT (-6.056293 54.794311)
3010486,Larne & Inver Primary School,Larne,BT40 3AY,Controlled,East Antrim,URBAN,200.0,54.848481,-5.823055,0.6274006639997067,"St MacNissi's Primary School, Larne",Catholic Maintained,0.8966726454185715,"Moyle Primary School, Larne",0.6274006639997067,"St MacNissi's Primary School, Larne",Catholic Maintained,Sustainable,POINT (-5.823055 54.848481)
3010553,"Carrickfergus Model Primary School, Carrickfergus",Carrickfergus,BT38 8BU,Controlled,East Antrim,URBAN,364.0,54.712131,-5.817412,0.34287029741830005,"St Nicholas' Primary School, Carrickfergus",Catholic Maintained,1.0021981329867153,"Sunnylands Primary School, Carrickfergus",0.34287029741830005,"St Nicholas' Primary School, Carrickfergus",Catholic Maintained,Sustainable,POINT (-5.817412 54.712131)
3010558,"Duneane Primary School, Toomebridge",Toomebridge,BT41 3RD,Controlled,South Antrim,RURAL,23.0,54.752938,-6.412306,2.1278965198471442,Moneynick Primary School,Catholic Maintained,4.643803827105645,"Groggan Primary School, Randalstown",2.1278965198471442,Moneynick Primary School,Catholic Maintained,Not Sustainable,POINT (-6.412306 54.752938)
3010570,"Straid Primary School, Ballyclare",Ballyclare,BT39 9NQ,Controlled,South Antrim,RURAL,18.0,54.751376,-5.926334,3.5380588245957916,Ballynure Primary School,Controlled,3.5380588245957916,Ballynure Primary School,6.62038106464879,"St MacNissi's Primary School, Newtownabbey",Catholic Maintained,Not Sustainable,POINT (-5.926334 54.751376)
3010572,"Carrowreagh Primary School, Ballymoney",Ballymoney,BT53 7JL,Controlled,North Antrim,RURAL,89.0,55.017755,-6.505919,3.3336575974643843,"Lislagan Primary School, Ballymoney",Controlled,3.3336575974643843,"Lislagan Primary School, Ballymoney",5.562197443177165,"St Brigid's Primary School, Ballymoney",Catholic Maintained,Not Sustainable,POINT (-6.505919 55.017755)
3010594,"Garryduff Primary School, Ballymoney",Ballymoney,BT53 7DR,Controlled,North Antrim,RURAL,72.0,55.03175,-6.447717,3.7283925237528477,"St Joseph's Primary School, Dunloy",Catholic Maintained,4.022941186038292,"Carrowreagh Primary School, Ballymoney",3.7283925237528477,"St Joseph's Primary School, Dunloy",Catholic Maintained,Not Sustainable,POINT (-6.447717 55.03175)
3010631,Ballyclare Primary School,Ballyclare,BT39 9BG,Controlled,South Antrim,URBAN,533.0,54.751327,-6.00478,0.4306325166274827,"Fairview Primary School, Ballyclare",Controlled,0.4306325166274827,"Fairview Primary School, Ballyclare",7.717759467286171,"St MacNissi's Primary School, Newtownabbey",Catholic Maintained,Sustainable,POINT (-6.00478 54.751327)
3010642,"Parkgate Primary School, Ballyclare",Parkgate,BT39 0DH,Controlled,South Antrim,RURAL,51.0,54.725222,-6.092681,2.810768636824456,"Templepatrick Primary School, Ballyclare",Controlled,2.810768636824456,"Templepatrick Primary School, Ballyclare",5.7919544075141145,"St Joseph's Primary School, Antrim",Catholic Maintained,Not Sustainable,POINT (-6.092681 54.725222)
3010646,"Olderfleet Primary School, Larne",Larne,BT40 1BX,Controlled,East Antrim,URBAN,114.0,54.851256,-5.804001,0.729426120979564,"St MacNissi's Primary School, Larne",Catholic Maintained,1.1210703741866372,"Moyle Primary School, Larne",0.729426120979564,"St MacNissi's Primary School, Larne",Catholic Maintained,Not Sustainable,POINT (-5.804001 54.851256)
3010696,"Woodburn Primary School, Carrickfergus",Carrickfergus,BT38 9AB,Controlled,East Antrim,URBAN,197.0,54.728669,-5.843831,1.5251141936661843,"Woodlawn Primary School, Carrickfergus",Controlled,1.5251141936661843,"Woodlawn Primary School, Carrickfergus",2.431582476427034,"St Nicholas' Primary School, Carrickfergus",Catholic Maintained,Sustainable,POINT (-5.843831 54.728669)
3010714,"Buick Memorial Primary School, Ballymena",Cullybackey,BT42 1BW,Controlled,North Antrim,RURAL,277.0,54.888188,-6.353409,1.6784143315150961,"The Diamond Primary School, Cullybackey",Controlled,1.6784143315150961,"The Diamond Primary School, Cullybackey",4.780135041344033,"St Paul's Primary School, Ahoghill",Catholic Maintained,Sustainable,POINT (-6.353409 54.888188)
3010726,Dunseverick Primary School,Bushmills,BT57 8SR,Controlled,North Antrim,RURAL,91.0,55.22619,-6.445024,5.758772587409131,Bushmills Primary School,Controlled,5.758772587409131,Bushmills Primary School,12.317110840905999,"Gaelscoil An Chaistil, Ballycastle",Other Maintained,Not Sustainable,POINT (-6.445024 55.22619)
3010741,"Creavery Primary School, Antrim",Antrim,BT41 2LH,Controlled,South Antrim,RURAL,52.0,54.75642,-6.228509,2.6951416786350526,Round Tower Integrated Primary School,Controlled Integrated,4.2778185109781655,"Parkhall Primary School, Antrim",2.6951416786350526,Round Tower Integrated Primary School,Controlled Integrated,Not Sustainable,POINT (-6.228509 54.75642)
3010745,"Loanends Primary School, Crumlin",Crumlin,BT29 4YR,Controlled,South Antrim,RURAL,184.0,54.66345,-6.105637,3.3741433486598984,"Straidhavern Primary School, Crumlin",Controlled,3.3741433486598984,"Straidhavern Primary School, Crumlin",6.798050924112768,Mallusk Controlled Integrated Primary School,Controlled Integrated,Sustainable,POINT (-6.105637 54.66345)
3010754,"Doagh Primary School, Ballyclare",Ballyclare,BT39 0QL,Controlled,South Antrim,RURAL,134.0,54.738077,-6.042388,2.5365399069290637,"Kilbride Central Primary School, Ballyclare",Controlled,2.5365399069290637,"Kilbride Central Primary School, Ballyclare",7.039366549400241,Mallusk Controlled Integrated Primary School,Controlled Integrated,Sustainable,POINT (-6.042388 54.738077)
3010779,"The Thompson Primary School, Ballyclare",Ballyclare,BT39 9RX,Controlled,South Antrim,RURAL,161.0,54.716772,-6.001527,3.535003898821026,"Doagh Primary School, Ballyclare",Controlled,3.535003898821026,"Doagh Primary School, Ballyclare",4.210263300921081,Mallusk Controlled Integrated Primary School,Controlled Integrated,Sustainable,POINT (-6.001527 54.716772)
3010780,"Kirkinriola Primary School, Ballymena",Ballymena,BT43 6TB,Controlled,North Antrim,RURAL,93.0,54.896659,-6.262434,2.1540242445519096,"Braidside Integratead Primary School, Ballymena",GMI,2.162100122472075,"Dunclug Primary School, Ballymena",2.1540242445519096,"Braidside Integratead Primary School, Ballymena",GMI,Not Sustainable,POINT (-6.262434 54.896659)
3010781,"Harryville Primary School, Ballymena",Ballymena,BT42 4BY,Controlled,North Antrim,URBAN,228.0,54.859392,-6.273023,0.9122701832673511,"Ballykeel Primary School, Ballymena",Controlled,0.9122701832673511,"Ballykeel Primary School, Ballymena",1.1707759885026063,"St Colmcilles Primary School, Ballymena",Catholic Maintained,Sustainable,POINT (-6.273023 54.859392)
3010785,"Eden Primary School, Carrickfergus",Carrickfergus,BT38 7NL,Controlled,East Antrim,URBAN,207.0,54.728552,-5.774239,1.2910266406495488,"Acorn Integrated Primary School, Carrickfergus",GMI,1.4219402915121622,"Victoria Primary School, Carrickfergus",1.2910266406495488,"Acorn Integrated Primary School, Carrickfergus",GMI,Sustainable,POINT (-5.774239 54.728552)
3010787,"Lislagan Primary School, Ballymoney",Ballymoney,BT53 7JF,Controlled,North Antrim,RURAL,109.0,55.047731,-6.505037,2.083060374594004,"Leaney Primary School, Ballymoney",Controlled,2.083060374594004,"Leaney Primary School, Ballymoney",2.385149420319663,"St Brigid's Primary School, Ballymoney",Catholic Maintained,Sustainable,POINT (-6.505037 55.047731)
3010794,"Gracehill Primary School, Ballymena",Ballymena,BT42 2NL,Controlled,North Antrim,URBAN,426.0,54.85338,-6.327438,2.4609319231771845,"Fourtowns Primary School, Ahoghill",Controlled,2.4609319231771845,"Fourtowns Primary School, Ahoghill",3.1164202593859516,"St Paul's Primary School, Ahoghill",Catholic Maintained,Sustainable,POINT (-6.327438 54.85338)
3010795,"Landhead Primary School, Ballymoney",Ballymoney,BT53 7HL,Controlled,North Antrim,RURAL,54.0,55.072787,-6.489871,1.2052783881012727,"Leaney Primary School, Ballymoney",Controlled,1.2052783881012727,"Leaney Primary School, Ballymoney",2.121292008621795,Ballymoney Model Controlled Integrated Primary School,Controlled Integrated,Not Sustainable,POINT (-6.489871 55.072787)
3010796,"Eden Primary School, Ballymoney",Ballymoney,BT53 7PB,Controlled,North Antrim,RURAL,90.0,55.03145,-6.56373,3.6905967790525875,"Culcrow Primary School, Aghadowey",Controlled,3.6905967790525875,"Culcrow Primary School, Aghadowey",4.773044394317385,"St Brigid's Primary School, Ballymoney",Catholic Maintained,Not Sustainable,POINT (-6.56373 55.03145)
3010802,Ballynure Primary School,Ballyclare,BT39 9UE,Controlled,South Antrim,RURAL,144.0,54.778394,-5.955464,2.044888397324409,"Upper Ballyboley Primary School, Ballyclare",Controlled,2.044888397324409,"Upper Ballyboley Primary School, Ballyclare",9.600310446402405,"St MacNissi's Primary School, Newtownabbey",Catholic Maintained,Sustainable,POINT (-5.955464 54.778394)
3010804,"Straidbilly Primary School, Ballymoney",Ballymoney,BT53 8EE,Controlled,North Antrim,RURAL,87.0,55.17219,-6.453421,5.584624340763844,"William Pinkerton Memorial Primary School, Ballymoney",Controlled,5.584624340763844,"William Pinkerton Memorial Primary School, Ballymoney",9.508275918881766,"St Olcan's Primary School, Ballymoney",Catholic Maintained,Not Sustainable,POINT (-6.453421 55.17219)
3010808,"Glynn Primary School, Larne",Glynn,BT40 3HF,Controlled,East Antrim,RURAL,87.0,54.827894,-5.8119,2.3980339170994514,Larne & Inver Primary School,Controlled,2.3980339170994514,Larne & Inver Primary School,2.684359155617456,"St MacNissi's Primary School, Larne",Catholic Maintained,Not Sustainable,POINT (-5.8119 54.827894)
3010809,"Ballycarry Primary School, Carrickfergus",Ballycarry,BT38 9HE,Controlled,East Antrim,RURAL,38.0,54.776248,-5.752936,3.4280881158985888,"Whitehead Primary School, Carrickfergus",Controlled,3.4280881158985888,"Whitehead Primary School, Carrickfergus",6.1987299887825404,"Acorn Integrated Primary School, Carrickfergus",GMI,Not Sustainable,POINT (-5.752936 54.776248)
3010816,Randalstown Central Primary School,Randalstown,BT41 3AJ,Controlled,South Antrim,URBAN,174.0,54.749065,-6.324768,0.8441975802174551,"Maine Integrated Primary School, Randalstown",GMI,4.875183912013917,"Groggan Primary School, Randalstown",0.8441975802174551,"Maine Integrated Primary School, Randalstown",GMI,Sustainable,POINT (-6.324768 54.749065)
3010817,"Greenisland Primary School, Carrickfergus",Carrickfergus,BT38 8RA,Controlled,East Antrim,URBAN,410.0,54.700702,-5.873986,1.0253637196289673,"Silverstream Primary School, Greenisland",Controlled,1.0253637196289673,"Silverstream Primary School, Greenisland",3.3676569353298147,"St James Primary School, Newtownabbey",Catholic Maintained,Sustainable,POINT (-5.873986 54.700702)
3010818,"Moorfields Primary School, Ballymena",Ballymena,BT42 3EF,Controlled,North Antrim,RURAL,209.0,54.828612,-6.154571,4.600161802265534,"Kells and Connor Primary School, Ballymena",Controlled,4.600161802265534,"Kells and Connor Primary School, Ballymena",8.522453675045053,"Braidside Integratead Primary School, Ballymena",GMI,Sustainable,POINT (-6.154571 54.828612)
3010822,"Groggan Primary School, Randalstown",Randalstown,BT41 3EU,Controlled,South Antrim,RURAL,127.0,54.785514,-6.367005,4.052300697138658,"Maine Integrated Primary School, Randalstown",GMI,4.643803827105645,"Duneane Primary School, Toomebridge",4.052300697138658,"Maine Integrated Primary School, Randalstown",GMI,Sustainable,POINT (-6.367005 54.785514)
3010825,"Carnaghts Primary School, Shankbridge",Kells,BT42 2LX,Controlled,North Antrim,RURAL,94.0,54.814547,-6.270115,3.175340917914568,"Kells and Connor Primary School, Ballymena",Controlled,3.175340917914568,"Kells and Connor Primary School, Ballymena",5.946793786371369,"St Colmcilles Primary School, Ballymena",Catholic Maintained,Not Sustainable,POINT (-6.270115 54.814547)
3010826,"The Diamond Primary School, Cullybackey",Cullybackey,BT42 1EE,Controlled,North Antrim,RURAL,151.0,54.882061,-6.377391,1.6784143315150961,"Buick Memorial Primary School, Ballymena",Controlled,1.6784143315150961,"Buick Memorial Primary School, Ballymena",3.901238731080024,"St Paul's Primary School, Ahoghill",Catholic Maintained,Sustainable,POINT (-6.377391 54.882061)
3010827,"Whitehouse Primary School, Newtownabbey",Newtownabbey,BT37 9NZ,Controlled,Belfast North,URBAN,439.0,54.661514,-5.909372,0.8910706991133452,"Abbots Cross Primary School, Newtownabbey",Controlled,0.8910706991133452,"Abbots Cross Primary School, Newtownabbey",1.6070656207600704,"Hazelwood Integrated Primary School, Newtownabbey",GMI,Sustainable,POINT (-5.909372 54.661514)
3010828,"Kilbride Central Primary School, Ballyclare",Doagh,BT39 0SQ,Controlled,South Antrim,RURAL,102.0,54.760094,-6.052729,2.5365399069290637,"Doagh Primary School, Ballyclare",Controlled,2.5365399069290637,"Doagh Primary School, Ballyclare",9.56661661435682,Mallusk Controlled Integrated Primary School,Controlled Integrated,Not Sustainable,POINT (-6.052729 54.760094)
3010829,Antrim Primary School,Antrim,BT41 4AB,Controlled,South Antrim,URBAN,570.0,54.717316,-6.212895,0.7631752930416279,"St Comgall's Primary School, Antrim",Catholic Maintained,0.8394523946237352,"Parkhall Primary School, Antrim",0.7631752930416279,"St Comgall's Primary School, Antrim",Catholic Maintained,Sustainable,POINT (-6.212895 54.717316)
3010834,Clough Primary School,Clough,BT44 9RY,Controlled,North Antrim,RURAL,189.0,54.963365,-6.283272,3.4943243845983014,"Mary Queen of Peace Primary School, Cargan",Catholic Maintained,4.810825251479191,Cloughmills Primary School,3.4943243845983014,"Mary Queen of Peace Primary School, Cargan",Catholic Maintained,Sustainable,POINT (-6.283272 54.963365)
