De ref,school name,town,postcode,management type,constituency,Urban/ Rural     ,total enrolment,Latitude,Longitude
3036666,"St Colmcilles Primary School, Ballymena",Ballymena,BT43 5DG,Catholic Maintained,North Antrim,URBAN,425.0,54.867333,-6.285036
3036679,"St Brigid's Primary School, Ballymena",Ballymena,BT43 7DZ,Catholic Maintained,North Antrim,URBAN,387.0,54.874855,-6.26493
3036683,"St Paul's Primary School, Ahoghill",Ahoghill,BT42 1LF,Catholic Maintained,North Antrim,RURAL,26.0,54.847007,-6.374844
3036704,"Mary Queen of Peace Primary School, Cargan",Martinstown,BT43 6QH,Catholic Maintained,North Antrim,RURAL,227.0,54.968881,-6.22938
3046653,"Gaelscoil An Chaistil, Ballycastle",Ballycastle,BT54 6QQ,Other Maintained,North Antrim,URBAN,100.0,55.197932,-6.257298
3046678,"Gaelscoil Na Speirini, Draperstown",Draperstown,BT45 7BB,Other Maintained,Mid Ulster,RURAL,79.0,54.783686,-6.806025
3046684,"Gaelscoil Ghleann Darach, Crumlin",Crumlin,BT29 4LA,Other Maintained,South Antrim,RURAL,99.0,54.611733,-6.221597
3046685,"Gaelscoil Eanna, Glengormley",Newtownabbey,BT36 7AU,Other Maintained,Belfast North,RURAL,213.0,54.666554,-5.968451
3046691,"Gaelscoil an tSeanchai, Magherafelt",Magherafelt,BT45 6BW,Other Maintained,Mid Ulster,URBAN,128.0,54.752971,-6.60562
3050519,"Carnlough Integrated Primary School, Ballymena",Carnlough,BT44 0EU,Controlled Integrated,East Antrim,RURAL,27.0,54.992713,-5.989925
3050791,"Glengormley Integrated Primary School, Newtownabbey",Newtownabbey,BT36 6HJ,Controlled Integrated,Belfast North,URBAN,268.0,54.670971,-5.954371
3050841,"Central Integrated Primary School, Carrickfergus",Carrickfergus,BT38 8AL,Controlled Integrated,East Antrim,URBAN,140.0,54.716722,-5.810895
3050859,Crumlin Integrated Primary School,Crumlin,BT29 4XL,Controlled Integrated,South Antrim,URBAN,150.0,54.621441,-6.214609
3050866,Ballymoney Model Controlled Integrated Primary School,Ballymoney,BT53 6BW,Controlled Integrated,North Antrim,URBAN,363.0,55.071794,-6.523146
3050899,"Seaview Integrated Primary School, Glenarm",Glenarm,BT44 0AA,Controlled Integrated,East Antrim,RURAL,108.0,54.967977,-5.95215
3052071,"Carhill Integrated Primary School, Garvagh",Garvagh,BT51 5PQ,Controlled Integrated,East Londonderry,RURAL,77.0,54.94365,-6.680612
3053333,Ballycastle Integrated Primary School,Ballycastle,BT54 6BJ,Controlled Integrated,North Antrim,URBAN,200.0,55.202617,-6.246365
3056231,Six Mile Integrated Primary School,Antrim,BT41 2TA,Controlled Integrated,South Antrim,URBAN,247.0,54.720976,-6.188956
3056248,Round Tower Integrated Primary School,Antrim,BT41 2TH,Controlled Integrated,South Antrim,URBAN,252.0,54.732487,-6.221869
3056708,Mallusk Controlled Integrated Primary School,Newtownabbey,BT36 4QE,Controlled Integrated,South Antrim,URBAN,123.0,54.678923,-6.003356
3066544,"Mill Strand Integrated Primary School, Portrush",Portrush,BT56 8EW,GMI,East Londonderry,URBAN,409.0,55.197652,-6.663398
3066551,"Braidside Integratead Primary School, Ballymena",Ballymena,BT43 7EN,GMI,North Antrim,URBAN,319.0,54.877536,-6.257056
3066561,"Corran Integrated Primary School, Larne",Larne,BT40 1TP,GMI,East Antrim,URBAN,220.0,54.871247,-5.822981
3066568,"Acorn Integrated Primary School, Carrickfergus",Carrickfergus,BT38 7JL,GMI,East Antrim,URBAN,223.0,54.725719,-5.793737
3066613,"Spires Integrated Primary School, Magherafelt",Magherafelt,BT45 6HH,GMI,Mid Ulster,URBAN,210.0,54.741074,-6.621168
3066652,"Maine Integrated Primary School, Randalstown",Randalstown,BT41 3EH,GMI,South Antrim,URBAN,152.0,54.756104,-6.329697
4010512,"McKinney Primary School, Dundrod",Crumlin,BT29 4HX,Controlled,South Antrim,RURAL,158.0,54.61365,-6.121373
4010720,"Ballycarrickmaddy Primary School, Lisburn",Lisburn,BT28 2NX,Controlled,South Antrim,RURAL,196.0,54.552823,-6.149273
4010743,"Largymore Primary School, Lisburn",Lisburn,BT27 5BT,Controlled,Lagan Valley,URBAN,194.0,54.509093,-6.026521
4010762,"Brownlee Primary School, Lisburn",Lisburn,BT27 4AA,Controlled,Lagan Valley,URBAN,198.0,54.513033,-6.042298
4010788,Dunmurry Primary School,Dunmurry,BT17 9AN,Controlled,Lagan Valley,URBAN,217.0,54.54738,-6.004209
4010807,Lisburn Central Primary School,Lisburn,BT28 1JJ,Controlled,Lagan Valley,URBAN,213.0,54.50666,-6.047637
4010882,"Seymour Hill Primary School, Belfast",Dunmurry,BT17 9QX,Controlled,Lagan Valley,URBAN,254.0,54.542758,-6.011065
4010885,"Tonagh Primary School, Lisburn",Lisburn,BT28 1DQ,Controlled,Lagan Valley,URBAN,228.0,54.510323,-6.055306
4011265,"Ballyvester Primary School, Donaghadee",Donaghadee,BT21 0NF,Controlled,North Down,RURAL,116.0,54.624764,-5.561653
4011300,"Greyabbey Primary School, Newtownards",Greyabbey,BT22 2QA,Controlled,Strangford,RURAL,78.0,54.534315,-5.560855
4011310,"Carrickmannon Primary School, Ballygowan",Ballygowan,BT23 6JJ,Controlled,Strangford,RURAL,87.0,54.481438,-5.779138
4011345,Newtownards Model Primary School,Newtownards,BT23 4NW,Controlled,Strangford,URBAN,396.0,54.590302,-5.709097
4011373,"Kirkistown Primary School, Newtownards",Cloghy,BT22 1JA,Controlled,Strangford,RURAL,56.0,54.438402,-5.470164
4011462,"Castle Gardens Primary School, Newtownards",Newtownards,BT23 8SH,Controlled,Strangford,URBAN,328.0,54.58927,-5.675735
4011488,"Victoria Primary School, Ballyhalbert",Ballyhalbert,BT22 1DQ,Controlled,Strangford,RURAL,105.0,54.491214,-5.466748
4011507,"Portavogie Primary School, Newtownards",Portavogie,BT22 1EE,Controlled,Strangford,RURAL,219.0,54.456661,-5.446211
4011566,"Ballywalter Primary School, Ballywater",Ballywalter,BT22 2NT,Controlled,Strangford,RURAL,157.0,54.545489,-5.489073
4011567,Ballynahinch Primary School,Ballynahinch,BT24 8BB,Controlled,Strangford,URBAN,235.0,54.399625,-5.905841
4011578,"Derryboy Primary School, Crossgar",Crossgar,BT30 9LY,Controlled,Strangford,RURAL,75.0,54.438527,-5.731501
4011584,"Carr Primary School, Lisburn",Lisburn,BT27 6TB,Controlled,Lagan Valley,RURAL,90.0,54.499381,-5.933577
4011587,Dundonald Primary School,Dundonald,BT16 2LP,Controlled,Belfast East,URBAN,858.0,54.593022,-5.804927
4011588,Comber Primary School,Comber,BT23 5BX,Controlled,Strangford,URBAN,370.0,54.553579,-5.741611
4011606,"Gilnahirk Primary School, Belfast",Belfast,BT5 7QQ,Controlled,Belfast East,URBAN,412.0,54.58328,-5.839252
4011608,Anahilt Primary School,Hillsborough,BT26 6BP,Controlled,Lagan Valley,RURAL,149.0,54.436158,-5.995735
4011619,Dromara Primary School,Dromore,BT25 2BL,Controlled,Lagan Valley,RURAL,162.0,54.381024,-6.017972
4011631,Holywood Primary School,Holywood,BT18 9DL,Controlled,North Down,URBAN,455.0,54.639408,-5.832077
4011632,"Cregagh Primary School, Belfast",Belfast,BT6 0FL,Controlled,Belfast East,URBAN,149.0,54.575815,-5.902118
4011645,"Crawfordsburn Primary School, Bangor",Bangor,BT19 1JA,Controlled,North Down,RURAL,191.0,54.657216,-5.725294
4011646,"Victoria Primary School, Newtownards",Newtownards,BT23 7DD,Controlled,Strangford,URBAN,442.0,54.594511,-5.688976
4011650,"Ballyholme Primary School, Bangor",Bangor,BT20 5RG,Controlled,North Down,URBAN,620.0,54.663737,-5.638807
4011654,Donaghadee Primary School,Donaghadee,BT21 0BD,Controlled,North Down,URBAN,444.0,54.63977,-5.538089
4011657,"Lisnasharragh Primary School, Belfast",Belfast,BT6 9LS,Controlled,Belfast East,URBAN,369.0,54.573232,-5.886924
4011670,"Clandeboye Primary School, Bangor",Bangor,BT20 3JW,Controlled,North Down,URBAN,297.0,54.651943,-5.68223
4011674,"Knockbreda Primary School, Belfast",Belfast,BT6 0JJ,Controlled,Belfast South,URBAN,142.0,54.567645,-5.903512
4011681,Millisle Primary School,Millisle,BT22 2DD,Controlled,North Down,RURAL,228.0,54.606886,-5.530788
4011683,"Braniel Primary School, Belfast",Belfast,BT5 7JU,Controlled,Belfast East,URBAN,417.0,54.578406,-5.861274
4011698,Newcastle Primary School,Newcastle,BT33 0AS,Controlled,South Down,URBAN,217.0,54.215296,-5.890331
4011699,Moneyrea Primary School,Moneyreagh,BT23 6BB,Controlled,Strangford,RURAL,253.0,54.53365,-5.827986
4013013,"Belvoir Park Primary School, Belfast",Belfast,BT8 7DL,Controlled,Belfast South,URBAN,262.0,54.551432,-5.930961
4013023,"Bloomfield Primary School, Bangor",Bangor,BT19 7PN,Controlled,North Down,URBAN,423.0,54.642995,-5.657145
4013024,"Cairnshill Primary School, Belfast",Belfast,BT8 6RT,Controlled,Belfast South,URBAN,552.0,54.552642,-5.902086
4013043,"Leadhill Primary School, Belfast",Castlereagh,BT6 9RD,Controlled,Belfast East,URBAN,144.0,54.57455,-5.873431
4013044,"Carryduff Primary School, Belfast",Carryduff,BT8 8EE,Controlled,Belfast South,URBAN,181.0,54.514043,-5.883604
4013045,"Grange Park Primary School, Bangor",Bangor,BT20 3QG,Controlled,North Down,URBAN,390.0,54.658678,-5.687224
4013046,"Alexander Dickson Primary School, Ballygowan",Ballygowan,BT23 5TN,Controlled,Strangford,RURAL,84.0,54.502587,-5.789307
4013305,"Harmony Hill Primary School, Lisburn",Lisburn,BT27 4ES,Controlled,Lagan Valley,URBAN,659.0,54.524155,-6.034413
4013334,"Knockmore Primary School, Lisburn",Lisburn,BT28 1SA,Controlled,Lagan Valley,URBAN,233.0,54.508933,-6.076217
4016002,"Kilcooley Primary School, Bangor",Bangor,BT19 1QS,Controlled,North Down,URBAN,241.0,54.64734,-5.698591
4016004,"Londonderry Primary School, Newtownards",Newtownards,BT23 4EY,Controlled,Strangford,URBAN,404.0,54.601296,-5.701283
4016020,"Carrowdore Primary School, Newtownards",Carrowdore,BT22 2JJ,Controlled,Strangford,RURAL,170.0,54.577901,-5.553502
4016067,Rathmore Primary School,Bangor,BT19 1DJ,Controlled,North Down,URBAN,551.0,54.65743,-5.70329
4016083,"West Winds Primary School, Newtownards",Newtownards,BT23 4RQ,Controlled,Strangford,URBAN,178.0,54.580548,-5.701756
4016104,Moira Primary School,Moira,BT67 0LJ,Controlled,Lagan Valley,RURAL,438.0,54.48574,-6.241099
4016111,"Towerview Primary School, Bangor",Bangor,BT19 6AZ,Controlled,North Down,URBAN,459.0,54.662489,-5.621875
4016123,"Spa Primary School, Ballynahinch",Ballynahinch,BT24 8QB,Controlled,South Down,RURAL,200.0,54.377049,-5.892661
4016126,"Andrews Memorial Primary School, Newtownards",Comber,BT23 5PG,Controlled,Strangford,URBAN,387.0,54.54411,-5.766368
4016144,"Old Warren Primary School, Lisburn",Lisburn,BT28 1QP,Controlled,Lagan Valley,URBAN,137.0,54.502595,-6.059131
4016145,"Killowen Primary School, Lisburn",Lisburn,BT28 2UH,Controlled,Lagan Valley,URBAN,421.0,54.520005,-6.06629
4016192,"Kilmaine Primary School, Bangor",Bangor,BT19 6EF,Controlled,North Down,URBAN,659.0,54.654145,-5.631661
4016201,"Academy Primary School, Ballynahinch",Saintfield,BT24 7JA,Controlled,Strangford,RURAL,448.0,54.454743,-5.831135
4016202,Ballinderry Primary School,Lisburn,BT28 2BF,Controlled,Lagan Valley,RURAL,267.0,54.548012,-6.255343
4016235,Downpatrick Primary School,Downpatrick,BT30 6AF,Controlled,South Down,URBAN,206.0,54.329499,-5.718368
4016396,"Killinchy Primary School, Newtownards",Killinchy,BT23 6PN,Controlled,Strangford,RURAL,330.0,54.471712,-5.675311
4016399,"Abbey Primary School, Newtownards",Newtownards,BT23 8RQ,Controlled,Strangford,URBAN,605.0,54.594647,-5.666144
4016401,"Pond Park Primary School, Lisburn",Lisburn,BT28 3BF,Controlled,Lagan Valley,URBAN,626.0,54.525469,-6.067453
4016417,Maghaberry Primary School,Maghaberry,BT67 0JE,Controlled,Lagan Valley,RURAL,305.0,54.50412,-6.192249
4016430,"Ballymagee Primary School, Bangor",Bangor,BT19 6ZG,Controlled,North Down,URBAN,413.0,54.64445,-5.637199
4016441,"Ballymacash Primary School, Lisburn",Lisburn,BT28 2EE,Controlled,Lagan Valley,URBAN,466.0,54.519768,-6.086365
4016503,"Brooklands Primary School, Belfast",Dundonald,BT16 2PA,Controlled,Belfast East,URBAN,595.0,54.593596,-5.793972
4016615,Riverdale Primary School,Lisburn,BT27 5LX,Controlled,Lagan Valley,RURAL,204.0,54.477051,-6.011664
4016636,Meadow Bridge Primary School,Hillsborough,BT26 6JR,Controlled,Lagan Valley,RURAL,292.0,54.473119,-6.146935
4016649,"Downshire Primary School, Hillsborough",Hillsborough,BT26 6AR,Controlled,Lagan Valley,RURAL,651.0,54.464066,-6.079264
4016650,"Cumran Primary School, Downpatrick",Clough,BT30 8RB,Controlled,South Down,RURAL,200.0,54.290849,-5.8387
4016681,"Glasswater Primary School, Downpatrick",Crossgar,BT30 9EG,Controlled,South Down,RURAL,77.0,54.396368,-5.757559
4030573,"Ballymacward Primary School, Lisburn",Lisburn,BT28 3SU,Catholic Maintained,South Antrim,RURAL,89.0,54.577994,-6.10549
4030823,"Ballymacrickett Primary School, Glenavy",Lisburn,BT29 4NE,Catholic Maintained,South Antrim,RURAL,344.0,54.574743,-6.220379
4030897,"St Joseph's Primary School, Lisburn",Lisburn,BT27 4XE,Catholic Maintained,Lagan Valley,URBAN,385.0,54.511731,-6.041233
4031328,"Christ the King Primary School, Drumaness",Drumaness,BT24 8NG,Catholic Maintained,South Down,RURAL,70.0,54.353849,-5.872713
4031350,"St Malachy's Primary School, Kilclief",Downpatrick,BT30 7PA,Catholic Maintained,South Down,RURAL,36.0,54.325962,-5.561969
4031485,"St Caolan's Primary School, Saintfield",Saintfield,BT24 7EQ,Catholic Maintained,Strangford,RURAL,91.0,54.450018,-5.763215
4031526,"St Patrick's Primary School, Saul",Downpatrick,BT30 7JQ,Catholic Maintained,South Down,RURAL,184.0,54.350441,-5.651708
4031531,"St Francis' Primary School, Drumaroad",Castlewellan,BT31 9PQ,Catholic Maintained,South Down,RURAL,92.0,54.321795,-5.896595
4031550,"St Joseph's Primary School, Crossgar",Crossgar,BT30 9HS,Catholic Maintained,Strangford,RURAL,130.0,54.399452,-5.771698
4031628,"St Patrick's Primary School, Holywood",Holywood,BT18 9LN,Catholic Maintained,North Down,URBAN,303.0,54.638682,-5.836175
4031660,"St Joseph's Primary School, Carryduff",Carryduff,BT8 8EX,Catholic Maintained,Belfast South,URBAN,527.0,54.529884,-5.885194
4031662,"St Mary's Primary School, Comber",Comber,BT23 5AP,Catholic Maintained,Strangford,URBAN,84.0,54.548215,-5.744025
4031663,"St Joseph's Primary School, Carnacaville",Newcastle,BT33 0JS,Catholic Maintained,South Down,RURAL,195.0,54.234949,-5.909483
4031665,"St Patrick's Primary School, Ballynahinch",Ballynahinch,BT24 8DN,Catholic Maintained,Strangford,URBAN,260.0,54.403366,-5.896179
4031671,"St Patrick's Primary School, Castlewellan",Castlewellan,BT31 9HH,Catholic Maintained,South Down,RURAL,37.0,54.245158,-5.959351
4031673,"St Mary's Primary School, Ardglass(Dunsford",Ardglass,BT30 7SS,Catholic Maintained,South Down,RURAL,87.0,54.294562,-5.570324
4031676,"St Bernards Primary School, Belfast",Belfast,BT6 0JS,Catholic Maintained,Belfast South,URBAN,437.0,54.567873,-5.902185
4033002,"St Mary's Primary School, Aughlisnafin",Castlewellan,BT31 9JP,Catholic Maintained,South Down,RURAL,88.0,54.275735,-5.894014
4033005,"St Joseph's Primary School, Strangford",Strangford,BT30 7LZ,Catholic Maintained,South Down,RURAL,87.0,54.369645,-5.557641
4033007,"St Macartan's Primary School, Downpatrick",Downpatrick,BT30 8PZ,Catholic Maintained,South Down,RURAL,171.0,54.338235,-5.820514
4033008,"St Anne's Primary School, Donaghadee",Donaghadee,BT21 0HY,Catholic Maintained,North Down,URBAN,10.0,54.638978,-5.533164
4033012,"Holy Family Primary School, Downpatrick",Downpatrick,BT30 9AN,Catholic Maintained,South Down,RURAL,186.0,54.369514,-5.790895
4033017,"St Finian's Primary School, Newtownards",Newtownards,BT23 7AD,Catholic Maintained,Strangford,URBAN,153.0,54.594971,-5.694258
4033028,"St Patrick's Primary School, Ballygalget",Portaferry,BT22 1NE,Catholic Maintained,Strangford,RURAL,120.0,54.407323,-5.496649
4033036,"St Mary's Primary School, Killyleagh",Killyleagh,BT30 9RB,Catholic Maintained,Strangford,RURAL,76.0,54.405495,-5.649301
4033037,"St Joseph's Primary School, Tyrella",Downpatrick,BT30 8DF,Catholic Maintained,South Down,RURAL,52.0,54.268804,-5.784604
4033040,"St Brigid's Primary School, Downpatrick",Downpatrick,BT30 6NL,Catholic Maintained,South Down,URBAN,265.0,54.33415,-5.705394
4033306,"St Aloysius Primary School, Lisburn",Lisburn,BT28 1TB,Catholic Maintained,Lagan Valley,URBAN,448.0,54.509904,-6.066166
4033307,"St Colman's Primary School, Lisburn",Dunmurry,BT27 4QS,Catholic Maintained,Lagan Valley,URBAN,393.0,54.529525,-6.030401
4036016,"St Joseph's Primary School, Killough",Killough,BT30 7QD,Catholic Maintained,South Down,RURAL,59.0,54.254928,-5.645171
4036036,"St Malachy's Primary School, Kilcoo",Newry,BT34 5HU,Catholic Maintained,South Down,RURAL,182.0,54.235801,-6.029298
4036113,"St Nicholas' Primary School, Downpatrick",Ardglass,BT30 7SF,Catholic Maintained,South Down,RURAL,167.0,54.263986,-5.613217
4036133,"Sacred Heart Primary School, Newcastle",Dundrum,BT33 0LU,Catholic Maintained,South Down,RURAL,122.0,54.260199,-5.84121
4036146,"St Comgall's Primary School, Bangor",Bangor,BT20 3DS,Catholic Maintained,North Down,URBAN,311.0,54.658608,-5.681649
4036148,"St Malachy's Primary School, Bangor",Bangor,BT19 1AA,Catholic Maintained,North Down,URBAN,404.0,54.645514,-5.690498
4036182,St Colmcille's Primary School,Downpatrick,BT30 6PZ,Catholic Maintained,South Down,URBAN,368.0,54.31617,-5.71159
4036285,"Good Shepherd Primary School, Belfast",Dunmurry,BT17 0PJ,Catholic Maintained,Belfast West,URBAN,364.0,54.567054,-6.026504
4036428,"St Mary's Primary School, Kircubbin",Kircubbin,BT22 2SU,Catholic Maintained,Strangford,RURAL,142.0,54.486281,-5.535827
4036454,"St Malachy's Primary School, Castlewellan",Castlewellan,BT31 9DN,Catholic Maintained,South Down,RURAL,388.0,54.257448,-5.944932
4036455,"St Patrick's Primary School, Legamaddy",Downpatrick,BT30 8AR,Catholic Maintained,South Down,RURAL,164.0,54.286634,-5.719203
4036480,St Kieran's Primary School,Dunmurry,BT17 0PB,Catholic Maintained,Belfast West,URBAN,366.0,54.561768,-6.02962
4036530,"St Mary's Primary School, Portaferry",Portaferry,BT22 1RH,Catholic Maintained,Strangford,RURAL,170.0,54.379978,-5.542988
4036591,"Our Lady Queen of Peace Primary School, Belfast",Dunmurry,BT17 0RW,Catholic Maintained,Belfast West,URBAN,369.0,54.556017,-6.012537
4036618,"Christ The Redeemer Primary School, Dunmurry",Dunmurry,BT17 0TG,Catholic Maintained,Belfast West,URBAN,685.0,54.550806,-6.031246
4036635,"St Mary's Primary School, Newcastle",Newcastle,BT33 0BA,Catholic Maintained,South Down,URBAN,381.0,54.216485,-5.8951
4036642,"St Ita's Primary School, Belfast",Belfast,BT8 6YY,Catholic Maintained,Belfast South,URBAN,709.0,54.543169,-5.915972
4036693,"Our Lady & St Patrick Primary School, Downpatrick",Downpatrick,BT30 6JD,Catholic Maintained,South Down,URBAN,392.0,54.326459,-5.708743
4036702,"Holy Evangelist Primary School, Belfast",Dunmurry,BT17 0DB,Catholic Maintained,Belfast West,URBAN,530.0,54.5558,-6.023956
4046600,Scoil Na Fuiseoige,Dunmurry,BT17 0DF,Other Maintained,Belfast West,URBAN,175.0,54.550147,-6.026069
4046648,"Bunscoil Bheanna Boirche, Castlewellan",Castlewellan,BT31 9EB,Other Maintained,South Down,RURAL,157.0,54.254314,-5.938197
4051569,"Kircubbin Integrated Primary School, Newtownards",Kircubbin,BT22 2SQ,Controlled Integrated,Strangford,RURAL,196.0,54.486986,-5.532497
4051601,Portaferry Integrated Primary School,Portaferry,BT22 1QU,Controlled Integrated,Strangford,RURAL,65.0,54.383369,-5.542231
4051680,Bangor Central Integrated Primary School,Bangor,BT20 4TF,Controlled Integrated,North Down,URBAN,486.0,54.657316,-5.663062
4053009,"Annsborough Integrated Primary School, Castlewellan",Castlewellan,BT31 9NN,Controlled Integrated,South Down,RURAL,32.0,54.26607,-5.919589
4053020,"Glencraig Integrated Primary School, Holywood",Holywood,BT18 0DJ,Controlled Integrated,North Down,RURAL,237.0,54.662205,-5.766415
4053308,"Fort Hill Integrated Primary School, Lisburn",Lisburn,BT27 4TJ,Controlled Integrated,Lagan Valley,URBAN,231.0,54.514623,-6.031767
4056541,"All Children's Integrated Primary School, Newcastle",Newcastle,BT33 0HD,Controlled Integrated,South Down,URBAN,210.0,54.198921,-5.890629
4056709,"Killyleagh Integrated Primary School, Downpatrick",Killyleagh,BT30 9SR,Controlled Integrated,Strangford,RURAL,124.0,54.405781,-5.657495
4056710,"Loughries Integrated Primary School, Newtownards",Newtownards,BT23 8SR,Controlled Integrated,Strangford,RURAL,90.0,54.57981,-5.64334
4066579,"Loughview Integrated Primary School, Belfast",Castlereagh,BT6 9SA,GMI,Belfast South,RURAL,471.0,54.569028,-5.875698
4066588,"Cedar Integrated Primary School, Crossgar",Crossgar,BT30 9HJ,GMI,South Down,RURAL,229.0,54.393736,-5.764832
4066611,Oakwood Integrated Primary School,Dunmurry,BT17 9HN,GMI,Lagan Valley,URBAN,213.0,54.543357,-6.020215
4066644,"Millennium Integrated Primary School, Saintfield",Saintfield,BT24 7HF,GMI,Strangford,RURAL,439.0,54.494288,-5.855822
4066668,"Drumlins Integrated Primary School, Ballynahinch",Ballynahinch,BT24 8EU,GMI,Strangford,URBAN,210.0,54.402701,-5.891038
4066682,"Rowandale Integrated Primary School, Moira",Moira,BT67 0PB,GMI,Lagan Valley,RURAL,354.0,54.475958,-6.210093
4610063,Regent House Preparatory,Newtownards,BT23 4QA,Controlled,Strangford,URBAN,81.0,54.589881,-5.703504
4620044,"Sullivan Upper Preparatory, Holywood",Holywood,BT18 9ET,Voluntary,North Down,URBAN,176.0,54.635316,-5.834371
4620050,"Friends' School Preparatory, Lisburn",Lisburn,BT28 3BH,Voluntary,Lagan Valley,URBAN,142.0,54.517361,-6.045442
4620051,"Wallace High Preparatory, Lisburn",Lisburn,BT28 3AD,Voluntary,Lagan Valley,URBAN,125.0,54.518316,-6.051173
5010909,"Foley Primary School, Tassagh",Armagh,BT60 2QS,Controlled,Newry And Armagh,RURAL,153.0,54.283032,-6.625275
5010992,Lurgan Model Primary School,Lurgan,BT67 9AT,Controlled,Upper Bann,URBAN,231.0,54.467144,-6.336403
5011019,"Mullaglass Primary School, Newry",Newry,BT35 6PZ,Controlled,Newry And Armagh,RURAL,91.0,54.208004,-6.365751
5011095,"Mullavilly Primary School, Tandragee",Tandragee,BT62 2LX,Controlled,Newry And Armagh,RURAL,113.0,54.372004,-6.447525
5011112,"Hardy Memorial Primary School, Richhill",Richhill,BT61 9QR,Controlled,Newry And Armagh,RURAL,446.0,54.371225,-6.550269
5011115,"The Armstrong Primary School, Armagh",Armagh,BT61 9DF,Controlled,Newry And Armagh,URBAN,487.0,54.352234,-6.647959
5011116,"Tandragee Primary School, Tandragee",Tandragee,BT62 2BB,Controlled,Newry And Armagh,RURAL,354.0,54.356521,-6.414822
5011119,Darkley Primary School,Armagh,BT60 3BG,Controlled,Newry And Armagh,RURAL,114.0,54.222541,-6.680857
5011124,"King's Park Primary School, Lurgan",Lurgan,BT66 7BB,Controlled,Upper Bann,URBAN,674.0,54.458206,-6.321591
5011127,"Carrick Primary School, Lurgan",Lurgan,BT66 8NY,Controlled,Upper Bann,URBAN,454.0,54.458024,-6.342232
5011129,"Hart Memorial Primary School, Portadown",Portadown,BT62 4BD,Controlled,Upper Bann,URBAN,448.0,54.423677,-6.457575
5011132,"Killylea Primary School, Armagh",Armagh,BT60 4LN,Controlled,Newry And Armagh,RURAL,97.0,54.347678,-6.774013
5011137,Newtownhamilton Primary School,Newtownhamilton,BT35 0DQ,Controlled,Newry And Armagh,RURAL,56.0,54.197201,-6.579446
5011142,"Clare Primary School, Tandragee",Tandragee,BT62 2HB,Controlled,Newry And Armagh,RURAL,136.0,54.327557,-6.452383
5011153,"Lisnadill Primary School, Armagh",Armagh,BT60 2PS,Controlled,Newry And Armagh,RURAL,148.0,54.308496,-6.646167
5011157,"Derryhale Primary School, Portadown",Portadown,BT62 3SR,Controlled,Newry And Armagh,RURAL,74.0,54.380828,-6.479376
5011161,Mountnorris Primary School,Armagh,BT60 2TR,Controlled,Newry And Armagh,RURAL,112.0,54.253005,-6.475123
5011165,Richmount Primary School,Portadown,BT62 1QP,Controlled,Upper Bann,RURAL,98.0,54.440441,-6.508335
5011174,"Birches Primary School, Portadown",Portadown,BT62 1LR,Controlled,Upper Bann,RURAL,188.0,54.487602,-6.54907
5011175,"Cortamlet Primary School, Altnamackin",Newry,BT35 0EE,Controlled,Newry And Armagh,RURAL,74.0,54.179965,-6.626385
5011179,"Bessbrook Primary School, Newry",Bessbrook,BT35 7AQ,Controlled,Newry And Armagh,RURAL,121.0,54.195438,-6.398134
5011189,"Edenderry Primary School, Portadown",Portadown,BT63 5EP,Controlled,Upper Bann,URBAN,403.0,54.422688,-6.415904
5011190,"Tullygally Primary School, Craigavon",Craigavon,BT65 5AA,Controlled,Upper Bann,URBAN,269.0,54.45219,-6.357161
5011520,"Dromore Road Primary School, Warrenpoint",Warrenpoint,BT34 3JH,Controlled,South Down,URBAN,87.0,54.103439,-6.252096
5011575,Dromore Central Primary School,Dromore,BT25 1AD,Controlled,Lagan Valley,URBAN,697.0,54.41436,-6.151174
5011594,"Abercorn Primary School, Banbridge",Banbridge,BT32 3HR,Controlled,Upper Bann,URBAN,308.0,54.344856,-6.273866
5011596,"Gilford Primary School, Craigavon",Gilford,BT63 6HH,Controlled,Upper Bann,RURAL,88.0,54.374592,-6.358616
5011598,"Waringstown Primary School, Waringstown",Waringstown,BT66 7QH,Controlled,Upper Bann,RURAL,426.0,54.435168,-6.300278
5011602,"Bleary Primary School, Lurgan",Lurgan,BT66 8TD,Controlled,Upper Bann,RURAL,176.0,54.425225,-6.34123
5011611,"Iveagh Primary School, Newry, Rathfriland",Rathfriland,BT34 5NH,Controlled,South Down,RURAL,271.0,54.239189,-6.155873
5011617,"Ballydown Primary School, Banbridge",Banbridge,BT32 4JN,Controlled,South Down,RURAL,342.0,54.353995,-6.242227
5011649,Kilkeel Primary School,Kilkeel,BT34 4AT,Controlled,South Down,URBAN,546.0,54.061128,-6.001778
5011651,Milltown Primary School,Banbridge,BT32 4NR,Controlled,Upper Bann,RURAL,54.0,54.37512,-6.289895
5011664,"Scarva Primary School, Scarva",Scarva,BT63 6NS,Controlled,Upper Bann,RURAL,59.0,54.329048,-6.361891
5011684,"Annalong Primary School, Newry",Annalong,BT34 4TH,Controlled,South Down,RURAL,203.0,54.107157,-5.901271
5011687,"Maralin Village Primary School, Craigavon",Magheralin,BT67 0QZ,Controlled,Upper Bann,RURAL,244.0,54.464659,-6.252662
5012280,Moneymore Primary School,Moneymore,BT45 7QT,Controlled,Mid Ulster,RURAL,241.0,54.695445,-6.667649
